,created_date,tweets,sentiment
143,2019-05-02,RT @ MadMoneyOnCNBC : May 13th kicks off # NationalWomensHealthWeek & amp ; @ JimCramer getting jump start exclusive interview the…,Neutral
144,2019-05-02,Remember `` trim '' call simply sync telling club members several weeks ...,Neutral
145,2019-05-02,@ DougKass shorting bonds,Neutral
146,2019-05-02,"RT @ TheStreet : nothing else , @ JimCramer says investors take @ ElonMusk possibly buying $ TSLA shares 'sign conviction.…",Neutral
147,2019-05-02,RT @ TheStreet : . @ cbdmd_usa first CBD company list U.S. stock exchange . CEO @ MartySumichrast @ bubbawatson talk future…,Positive
148,2019-05-02,RT @ TheStreet : “ would sell stocks nine ways Sunday caved would indicate fallen weird banana repub…,Negative
149,2019-05-02,RT @ TMAN1138pm : Jim referencing # JoseyWales ... . @ jimcramer @ CNBC # CNBC,Neutral
150,2019-05-02,Great -- legitimate `` strongman '' needed ...,Positive
151,2019-05-02,wrong -- @ davidfaber multitask like nobody 's busniess ...,Negative
152,2019-05-02,RT @ realmoney : Disappointed Jerome Powell ? @ jimcramer says go something else money,Negative
153,2019-05-02,"RT @ LisaSu : Capping off busy day NY , enjoyed talking @ jimcramer @ MadMoneyOnCNBC . Super fun visit set ! Thanks Jim !",Positive
154,2019-05-02,thinking exact thing tonight.. sure.. compare..,Positive
155,2019-05-02,'s actually picture saying buy May -- need new translator,Positive
156,2019-05-01,RT @ TheStreet : . @ TonyTheStreet sat down Dine Brands $ DIN CEO Steve Joyce . Watch :,Negative
157,2019-05-01,RT @ MadMoneyOnCNBC : 're worried history repeating - think 1987 1999 - @ JimCramer says stay calm . 's,Positive
158,2019-05-01,RT @ ohhushmusic : @ TheStreet @ jimcramer @ realmoney new fave @ JimCramer video all-time ! ! ! # idiots # charlatans # frauds # knaves,Negative
159,2019-05-01,much obliged ... .,Positive
160,2019-05-01,. @ EricJhonsa : $ AMD 's Latest Earnings Report n't Upend Investor Hopes Big Second Half,Positive
161,2019-05-01,'Medicare ' Efforts Rightfully Weigh # StockoftheDay CVS Shareholder Minds - @ KevinCurranRM,Neutral
162,2019-05-01,RT @ TheStreet : sent $ JNJ past $ 140 ? @ JimCramer breaks down :,Negative
163,2019-05-01,"RT @ TheStreet : Apple n't innovative , anyone ? Read @ JimCramer 's full take $ AAPL over @ RealMoney :",Positive
164,2019-05-01,RT @ TheStreet : tell-tale signs company set beat earnings estimates ? question @ JimCramer ? # AskCramer : h…,Neutral
165,2019-05-01,RT @ TheStreet : reminder @ EricJhonsa Hulu could real magic $ DIS,Positive
166,2019-05-01,Alphabet 's $ GOOGL Revenue Miss Paradoxically Shows Strength Digital Ad Biz via Jon Markman,Neutral
167,2019-05-01,RT @ TheStreet : things @ KevinCurranRM watching # StockoftheDay $ CVS surges earnings :,Neutral
168,2019-05-01,@ ScottWapnerCNBC thanks plug -- fan fave $ AMD 's lisa su tonight @ jimcramer,Positive
169,2019-05-01,Mr . Guest Gandhi today.. thanks @ ScottWapnerCNBC,Positive
170,2019-05-01,Love Dan Niles . Remember visiting office 90s ; surprised Dan bucking cycle histories ... …,Positive
171,2019-05-01,TS- understand subscription economy . go study Zuora ... Tzuo.. understand power o…,Neutral
172,2019-05-01,"Tony represent funeral march company amazing , . 100 point march -- 100 points wrong way . B…",Positive
173,2019-05-01,"@ ScottWapnerCNBC taking over , ! ! TS brilliant.. better right brilliant",Positive
174,2019-05-01,"RT @ TheStreet : watch $ APA , $ QCOM $ XPO ? @ JimCramer walks expect bell :",Neutral
175,2019-05-01,okay wrong sound really smart ... . would rather right consistent trade ...,Positive
176,2019-05-01,"Yes , Domino ! ! !",Neutral
177,2019-05-01,"@ ScottWapnerCNBC breath fresh air -- nice pushback , Really great ! ! Go Scotty ! ! !",Positive
178,2019-05-01,@ ScottWapnerCNBC understand process . W L coach L got wrong . you…,Negative
179,2019-05-01,better right wrong choosing stocks @ HalftimeReport,Positive
180,2019-05-01,", want respectful want help people make money . Antithetical process know",Positive
181,2019-05-01,propensity analyst wrong stay wrong often unbecoming . must reasonable disagree ... . @ ScottWapnerCNBC,Negative
182,2019-05-01,Tony Sacconaghi continues surprised well Apple says n't well . Really ex…,Positive
183,2019-05-01,"RT @ TheStreet : moment invest CVS ? @ JimCramer , says wait , despite earnings beat . Catch latest # StockoftheDay $ C…",Positive
184,2019-05-01,RT @ marfgilbert : . @ jimcramer 's Alphabet wish list @ carlquintanilla @ davidfaber,Neutral
185,2019-05-01,RT @ TheStreet : . @ EricJhonsa breaks down investors take away latest $ FB announcements,Positive
186,2019-05-01,"RT @ TheDomino : interesting point relative comparison : Apple share buybacks ... Over last decade , $ AAPL spent over $ 260 bill…",Positive
187,2019-05-01,departure Carol Tome blow Home Depot -- fine ..www.actiomalertsplus.com ... .,Positive
188,2019-05-01,"RT @ TheStreet : Alright , saw strong earnings $ AAPL yesterday . investors expecting rest 2019 ? @ ZevFi…",Positive
189,2019-05-01,RT @ realmoney : Nobody thought could happen . Nobody @ jimcramer . latest earnings report bears out Jim Cramer keeps saying -…,Positive
190,2019-05-01,"RT @ TheStreet : Happy Wednesday ! Jim Cramer Katherine Ross back insight need navigate earnings $ AAPL , # Stockoft…",Positive
191,2019-05-01,"RT @ TheStreet : get started $ 10,000 ? # AskCramer question :",Neutral
192,2019-05-01,Pro Cramer Human says yes ... .,Neutral
193,2019-05-01,wish,Neutral
194,2019-05-01,@ KNegandhiESPN worry low averages @ Phillies opened purse strings…,Neutral
195,2019-05-01,new watch ? miniaturized phone sorts great health implications ...,Positive
196,2019-05-01,Sell Chevron off idea come back $ APC would stun me.. @ davidfaber,Neutral
197,2019-05-01,Let sellers drill bids $ CVS . n't abet them.. Let blast out take go get better price .,Positive
198,2019-05-01,Totally hundo p,Neutral
199,2019-05-01,YES -- - $ AAPL,Neutral
200,2019-05-01,RT @ TheStreet : case missed : Apple $ AAPL edition,Neutral
201,2019-05-01,-- got better better,Positive
202,2019-05-01,RT @ RGletter : @ jimcramer Facebook $ FB . beginning . FB forefront VR AR tech eventually big…,Neutral
203,2019-05-01,"RT @ MadMoneyOnCNBC : . @ JimCramer : `` rational world , Amazon Facebook would 've rallied news 're beating stuffing o…",Neutral
204,2019-05-01,hmmmm ... .potential top show tonight ! !,Positive
205,2019-05-01,RT @ RevShark : Fed Upset Apple Cart ? Wednesday 's positive open Apple 's surprise earnings beat complicated FOMC int…,Negative
206,2019-05-01,indeed !,Neutral
207,2019-05-01,Stock day $ CVS ! ! ! !,Neutral
208,2019-05-01,"Closing China deal ? Apple earnings , infrastructure stocks : @ Sarge986 Market Recon",Neutral
209,2019-05-01,high costs cutting risk ? @ RJPIII breaking down Retirement Daily :,Negative
210,2019-05-01,struggle find another company besides Apple created much wealth under one person yet pers…,Positive
211,2019-05-01,growing tired people off air criticizing Tim Cook stewardship Apple . consider al…,Negative
212,2019-05-01,Always nice spend time guests @ BarSanMiguelBK ! !,Positive
213,2019-05-01,"RT @ TheStreet : “ Look , stupid stupid . difference stocks n't boxes chocolate . days like Tuesday , chocolate 's a…",Negative
214,2019-04-30,RT @ TheStreet : predict company miss earnings ? @ JimCramer breaks down 3 telling signs :,Negative
215,2019-04-30,Darn CVS running quarter . thing nasty ...,Negative
216,2019-04-30,"RT @ TheStreet : keeps @ JimCramer up night ? @ ElonMusk , ‘ shallowfake ’ comment took Cramer back second grade . might as…",Neutral
217,2019-04-30,Apple -- n't trade ?,Neutral
218,2019-04-30,RT @ TheStreet : # StockoftheDay Apple $ AAPL investor ’ eye tech giant take bite out FAANG stocks ? @ EricJho…,Neutral
219,2019-04-30,RT @ ZevFima : Investors Need Know Apple ( @ RealMoney Stock Day ) Going Second Half 2019 ! ! ! Ongoing coverage p…,Negative
220,2019-04-30,"RT @ TheStreet : `` 're best class ... get ' B , ' people hate . '' 's @ JimCramer disappointed $ GOOGL e…",Negative
221,2019-04-30,RT @ mdiaak54 : Vodafone Finds Hidden Backdoors Huawei Network Equipment | Zero Hedge,Negative
